"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 20, 2020","1,626.20","1,620.00","1,632.00","1,612.60","15.70K","0.54%"
"Feb 19, 2020","1,617.50","1,610.20","1,621.50","1,608.10","6.16K","0.51%"
"Feb 18, 2020","1,609.30","1,590.40","1,613.80","1,587.50","17.65K","1.40%"
"Feb 17, 2020","1,587.05","1,586.15","1,588.45","1,581.85","-","0.05%"
"Feb 16, 2020","1,586.25","1,585.50","1,586.25","1,583.45","-","-0.35%"
"Feb 14, 2020","1,591.90","1,585.30","1,593.60","1,581.90","16.79K","0.47%"
"Feb 13, 2020","1,584.50","1,574.60","1,587.00","1,574.50","4.72K","0.46%"
"Feb 12, 2020","1,577.30","1,576.70","1,579.20","1,570.50","17.80K","0.09%"
"Feb 11, 2020","1,575.90","1,581.60","1,583.10","1,570.90","12.95K","-0.60%"
"Feb 10, 2020","1,585.40","1,581.60","1,586.30","1,577.80","4.94K","0.39%"
"Feb 07, 2020","1,579.20","1,575.70","1,583.30","1,570.00","5.77K","0.22%"
"Feb 06, 2020","1,575.80","1,564.50","1,577.60","1,562.00","3.20K","0.45%"
"Feb 05, 2020","1,568.70","1,563.40","1,571.70","1,556.90","10.77K","0.47%"
"Feb 04, 2020","1,561.40","1,588.40","1,589.60","1,558.70","6.79K","-1.69%"
"Feb 03, 2020","1,588.30","1,603.60","1,603.90","1,579.10","3.91K","-0.35%"
"Jan 31, 2020","1,593.80","1,584.90","1,601.20","1,581.20","6.87K","-0.08%"
"Jan 30, 2020","1,595.10","1,587.30","1,596.50","1,583.10","13.36K","0.83%"
"Jan 29, 2020","1,582.00","1,579.30","1,588.60","1,574.00","19.45K","0.02%"
"Jan 28, 2020","1,581.70","1,592.40","1,592.90","1,576.50","15.01K","-0.49%"
"Jan 27, 2020","1,589.50","1,592.50","1,599.70","1,587.50","9.61K","0.35%"
"Jan 24, 2020","1,583.90","1,574.00","1,587.20","1,568.40","9.74K","0.42%"
"Jan 23, 2020","1,577.30","1,572.00","1,579.30","1,563.70","6.14K","0.55%"
"Jan 22, 2020","1,568.70","1,568.00","1,570.80","1,562.30","4.61K","-0.08%"
"Jan 21, 2020","1,569.90","1,570.40","1,580.70","1,557.80","7.60K","0.55%"
"Jan 20, 2020","1,561.25","1,557.20","1,562.70","1,556.65","-","0.27%"
"Jan 19, 2020","1,557.05","1,557.40","1,559.05","1,556.45","-","-0.97%"
"Jan 17, 2020","1,572.30","1,564.80","1,572.90","1,561.40","8.24K","0.65%"
"Jan 16, 2020","1,562.20","1,567.70","1,569.70","1,560.00","4.73K","-0.22%"
"Jan 15, 2020","1,565.60","1,559.30","1,570.40","1,559.20","3.84K","0.58%"
"Jan 14, 2020","1,556.50","1,560.10","1,561.40","1,548.40","5.44K","-0.40%"
"Jan 13, 2020","1,562.70","1,575.10","1,575.10","1,559.00","5.33K","-0.60%"
"Jan 10, 2020","1,572.10","1,566.50","1,575.30","1,559.00","6.63K","0.36%"
"Jan 09, 2020","1,566.40","1,569.50","1,574.00","1,553.40","4.49K","-0.38%"
"Jan 08, 2020","1,572.30","1,590.30","1,624.50","1,565.90","7.21K","-0.88%"
"Jan 07, 2020","1,586.30","1,578.60","1,590.40","1,570.00","10.57K","0.34%"
"Jan 06, 2020","1,580.90","1,577.90","1,600.00","1,575.00","6.61K","1.05%"
"Jan 03, 2020","1,564.50","1,543.90","1,567.60","1,543.90","4.48K","1.58%"
"Jan 02, 2020","1,540.10","1,535.50","1,545.60","1,532.00","2.07K","1.26%"
"Jan 01, 2020","1,520.95","1,520.85","1,523.95","1,520.85","-","-0.55%"
"Dec 31, 2019","1,529.30","1,523.80","1,534.50","1,523.80","18.81K","0.31%"
"Dec 30, 2019","1,524.60","1,521.90","1,525.00","1,519.60","6.88K","0.03%"
"Dec 27, 2019","1,524.10","1,521.90","1,525.60","1,518.00","10.68K","0.25%"
"Dec 26, 2019","1,520.30","1,509.80","1,523.00","1,508.00","7.83K","1.08%"
"Dec 25, 2019","1,504.05","1,504.40","1,504.40","1,502.15","-","-0.43%"
"Dec 24, 2019","1,510.60","1,495.50","1,510.80","1,494.10","5.11K","1.08%"
"Dec 23, 2019","1,494.40","1,487.20","1,495.70","1,487.20","2.46K","0.52%"
"Dec 20, 2019","1,486.60","1,488.60","1,490.40","1,485.20","1.45K","-0.23%"
"Dec 19, 2019","1,490.00","1,485.20","1,491.30","1,483.10","6.56K","0.38%"
"Dec 18, 2019","1,484.40","1,486.20","1,489.40","1,480.40","5.32K","-0.13%"
"Dec 17, 2019","1,486.40","1,486.00","1,490.50","1,484.30","10.20K","0.02%"
"Dec 16, 2019","1,486.10","1,485.80","1,490.00","1,483.40","2.83K","-0.05%"
"Dec 13, 2019","1,486.90","1,477.90","1,488.10","1,472.20","7.23K","0.61%"
"Dec 12, 2019","1,477.90","1,484.20","1,496.70","1,474.20","5.12K","-0.18%"
"Dec 11, 2019","1,480.60","1,474.30","1,487.80","1,472.70","13.02K","0.47%"
"Dec 10, 2019","1,473.70","1,471.60","1,478.80","1,469.70","8.28K","0.22%"
"Dec 09, 2019","1,470.50","1,469.00","1,475.20","1,469.00","4.90K","-0.01%"
"Dec 06, 2019","1,470.70","1,486.70","1,490.00","1,469.00","15.15K","-1.20%"
"Dec 05, 2019","1,488.60","1,486.50","1,491.00","1,483.40","4.69K","0.20%"
"Dec 04, 2019","1,485.60","1,488.80","1,495.20","1,482.30","15.90K","-0.29%"
"Dec 03, 2019","1,489.90","1,473.40","1,493.10","1,471.20","13.27K","1.04%"
"Dec 02, 2019","1,474.60","1,474.10","1,477.10","1,465.80","10.81K","-0.24%"
"Nov 29, 2019","1,478.10","1,467.80","1,478.30","1,464.50","4.58K","1.08%"
"Nov 28, 2019","1,462.25","1,463.25","1,464.55","1,460.75","-","-0.26%"
"Nov 27, 2019","1,466.00","1,473.70","1,473.90","1,464.50","15.69K","-0.45%"
"Nov 26, 2019","1,472.70","1,466.90","1,475.00","1,462.50","39.91K","0.22%"
"Nov 25, 2019","1,469.50","1,472.70","1,474.00","1,466.80","3.29K","-0.45%"
"Nov 22, 2019","1,476.20","1,477.10","1,485.30","1,474.10","7.75K","0.01%"
"Nov 21, 2019","1,476.10","1,487.20","1,488.00","1,475.70","4.56K","-0.70%"
"Nov 20, 2019","1,486.50","1,486.90","1,491.50","1,479.00","7.69K","-0.01%"
"Nov 19, 2019","1,486.70","1,483.60","1,487.80","1,477.50","2.61K","0.16%"
"Nov 18, 2019","1,484.30","1,482.00","1,485.70","1,469.00","5.41K","0.24%"
"Nov 15, 2019","1,480.80","1,483.90","1,484.10","1,475.50","6.31K","-0.32%"
"Nov 14, 2019","1,485.60","1,477.00","1,487.20","1,474.40","4.91K","0.68%"
"Nov 13, 2019","1,475.50","1,470.00","1,479.80","1,470.00","2.99K","0.65%"
"Nov 12, 2019","1,465.90","1,468.20","1,473.40","1,458.50","2.20K","-0.24%"
"Nov 11, 2019","1,469.40","1,473.40","1,479.00","1,461.10","2.37K","-0.39%"
"Nov 08, 2019","1,475.10","1,479.00","1,485.40","1,468.80","2.82K","-0.24%"
"Nov 07, 2019","1,478.60","1,503.80","1,505.00","1,474.00","5.31K","-1.79%"
"Nov 06, 2019","1,505.60","1,498.20","1,508.10","1,497.00","3.49K","0.64%"
"Nov 05, 2019","1,496.00","1,523.60","1,524.00","1,493.00","5.67K","-1.81%"
"Nov 04, 2019","1,523.60","1,527.00","1,529.10","1,519.70","5.90K","-0.01%"
"Nov 01, 2019","1,523.70","1,526.20","1,529.90","1,518.10","2.52K","-0.21%"
"Oct 31, 2019","1,526.90","1,512.40","1,528.50","1,511.40","4.21K","1.19%"
"Oct 30, 2019","1,508.90","1,502.90","1,511.00","1,495.90","2.16K","0.41%"
"Oct 29, 2019","1,502.70","1,505.80","1,508.90","1,498.50","2.38K","-0.35%"
"Oct 28, 2019","1,508.00","1,518.00","1,522.40","1,504.80","0.87K","-0.63%"
"Oct 25, 2019","1,517.50","1,517.20","1,532.80","1,517.20","1.60K","0.05%"
"Oct 24, 2019","1,516.80","1,507.40","1,518.80","1,502.70","2.55K","0.60%"
"Oct 23, 2019","1,507.70","1,503.40","1,511.00","1,503.20","1.53K","0.55%"
"Oct 22, 2019","1,499.50","1,498.70","1,503.50","1,496.60","2.64K","-0.03%"
"Oct 21, 2019","1,500.00","1,507.30","1,510.30","1,497.00","6.12K","-0.39%"
"Oct 18, 2019","1,505.90","1,509.30","1,509.30","1,500.80","5.29K","-0.30%"
"Oct 17, 2019","1,510.40","1,503.50","1,512.40","1,499.80","3.12K","0.30%"
"Oct 16, 2019","1,505.90","1,498.50","1,507.00","1,492.80","2.71K","0.70%"
"Oct 15, 2019","1,495.40","1,508.70","1,513.70","1,495.00","0.49K","-0.94%"
"Oct 14, 2019","1,509.60","1,503.10","1,512.80","1,499.70","2.06K","0.60%"
"Oct 11, 2019","1,500.60","1,511.50","1,519.20","1,490.00","7.63K","-0.82%"
"Oct 10, 2019","1,513.00","1,531.90","1,533.90","1,508.70","3.58K","-0.78%"
"Oct 09, 2019","1,524.90","1,523.40","1,529.80","1,517.90","4.54K","0.59%"
"Oct 08, 2019","1,516.00","1,511.00","1,526.00","1,506.20","4.75K","-0.03%"
"Oct 07, 2019","1,516.50","1,529.70","1,530.40","1,507.80","2.77K","-0.56%"
"Oct 04, 2019","1,525.00","1,523.80","1,532.70","1,514.50","4.58K","-0.05%"
"Oct 03, 2019","1,525.80","1,519.50","1,537.20","1,514.30","2.47K","0.39%"
"Oct 02, 2019","1,519.90","1,496.10","1,522.50","1,494.40","5.26K","1.27%"
"Oct 01, 2019","1,500.90","1,487.60","1,503.60","1,478.10","4.23K","1.06%"
"Sep 30, 2019","1,485.10","1,515.40","1,515.40","1,483.80","2.22K","-2.21%"
"Sep 27, 2019","1,518.60","1,525.70","1,525.90","1,506.80","2.17K","-0.56%"
"Sep 26, 2019","1,527.20","1,523.00","1,530.20","1,521.50","6.18K","0.20%"
"Sep 25, 2019","1,524.10","1,550.40","1,553.10","1,520.00","3.32K","-1.80%"
"Sep 24, 2019","1,552.10","1,540.00","1,555.00","1,535.50","1.70K","0.55%"
"Sep 23, 2019","1,543.60","1,532.80","1,545.60","1,532.00","1.32K","1.09%"
"Sep 20, 2019","1,527.00","1,518.50","1,536.00","1,518.20","0.74K","0.59%"
"Sep 19, 2019","1,518.10","1,510.40","1,522.00","1,510.40","1.95K","-0.63%"
"Sep 18, 2019","1,527.80","1,521.10","1,530.90","1,507.70","1.81K","0.16%"
"Sep 17, 2019","1,525.40","1,517.20","1,527.00","1,514.00","1.09K","0.12%"
"Sep 16, 2019","1,523.60","1,519.60","1,530.80","1,515.60","0.54K","0.79%"
"Sep 13, 2019","1,511.70","1,516.40","1,528.40","1,507.20","2.49K","-0.51%"
"Sep 12, 2019","1,519.40","1,512.20","1,542.00","1,511.10","1.29K","0.28%"
"Sep 11, 2019","1,515.10","1,507.20","1,515.90","1,507.20","2.29K","0.26%"
"Sep 10, 2019","1,511.10","1,517.70","1,520.50","1,505.60","1.79K","-0.77%"
"Sep 09, 2019","1,522.90","1,525.00","1,533.60","1,517.50","3.70K","-0.27%"
"Sep 06, 2019","1,527.00","1,538.00","1,547.50","1,522.60","1.59K","-0.64%"
"Sep 05, 2019","1,536.80","1,572.50","1,572.50","1,532.10","2.18K","-2.23%"
"Sep 04, 2019","1,571.80","1,562.80","1,576.00","1,555.70","1.86K","0.27%"
"Sep 03, 2019","1,567.50","1,549.00","1,570.00","1,542.70","1.16K","2.11%"
"Sep 02, 2019","1,535.15","1,537.95","1,540.05","1,528.15","-","-0.19%"
"Sep 01, 2019","1,538.05","1,535.25","1,542.90","1,535.25","-","-0.19%"
"Aug 30, 2019","1,541.00","1,548.10","1,552.10","1,539.90","1.69K","-0.47%"
"Aug 29, 2019","1,548.20","1,559.80","1,569.20","1,540.00","2.52K","-0.78%"
"Aug 28, 2019","1,560.40","1,563.40","1,566.80","1,554.50","0.90K","-0.17%"
"Aug 27, 2019","1,563.10","1,549.10","1,565.40","1,547.00","1.77K","0.97%"
"Aug 26, 2019","1,548.10","1,567.10","1,575.10","1,546.00","0.68K","-0.02%"
